Time,Conductivity (mS),Conductivity @25*C (mS),Temperature_1,Temperature_2
11:09:55,0.70,0.77,20.50,19.75
11:10:01,0.72,0.78,20.75,20.00
11:10:07,0.71,0.78,20.50,20.00
11:10:13,0.70,0.77,20.25,20.00
11:10:19,0.70,0.78,20.00,20.00
11:10:25,0.71,0.78,20.50,19.75
11:10:31,0.71,0.78,20.25,20.25
11:10:37,0.71,0.77,20.50,20.00
11:10:43,0.70,0.77,20.25,20.00
11:10:49,0.71,0.78,20.25,20.00
11:10:55,0.71,0.78,20.25,20.00
11:11:01,0.72,0.80,19.75,20.50
11:11:07,0.70,0.77,20.50,20.25
11:11:13,0.71,0.78,20.25,19.50
11:11:19,0.71,0.78,20.50,20.00
11:11:25,0.70,0.77,20.25,20.25
11:11:31,0.70,0.77,20.25,20.25
11:11:37,0.69,0.76,20.50,19.50
11:11:43,0.68,0.75,20.25,20.00
11:11:49,0.67,0.73,20.50,20.25
11:11:55,0.65,0.72,19.75,20.00
11:12:01,0.63,0.69,20.75,20.00
11:12:07,0.60,0.66,20.50,20.25
11:12:13,0.58,0.65,20.00,19.50
11:12:19,0.56,0.61,20.50,20.00
11:12:25,0.52,0.56,20.75,20.00
11:12:31,0.49,0.54,20.50,19.25
11:12:37,0.46,0.50,20.50,20.00
11:12:43,0.42,0.46,20.00,20.00
11:12:49,0.39,0.43,19.75,19.50
11:12:55,0.35,0.38,20.00,20.00
11:13:01,0.32,0.35,20.00,20.00
11:13:07,0.28,0.31,20.00,20.00
11:13:13,0.26,0.28,20.50,20.25
11:13:19,0.23,0.25,20.50,20.00
11:13:25,0.20,0.22,20.75,19.75
11:13:31,0.18,0.20,20.00,20.00
11:13:37,0.16,0.17,20.25,20.00
11:13:43,0.14,0.15,20.50,20.00
11:13:49,0.12,0.13,20.50,20.00
11:13:55,0.11,0.12,20.25,20.00
11:14:01,0.09,0.10,20.50,20.00
11:14:07,0.08,0.09,20.50,20.00
11:14:13,0.07,0.08,20.00,20.00
11:14:19,0.06,0.06,20.50,20.25
11:14:25,0.05,0.06,20.25,19.75
11:14:31,0.04,0.05,20.50,19.50
11:14:37,0.04,0.04,20.50,19.50
11:14:43,0.03,0.04,20.25,20.00
11:14:49,0.03,0.03,20.25,19.50
11:14:55,0.02,0.03,20.50,19.50
11:15:01,0.02,0.02,20.25,20.00
11:15:07,0.02,0.02,20.25,19.75
11:15:13,0.02,0.02,20.00,20.00
11:15:19,0.01,0.02,20.50,20.00
11:15:25,0.01,0.01,19.75,20.00
11:15:31,0.01,0.01,20.25,19.50
11:15:37,0.01,0.01,20.25,20.00
11:15:43,0.01,0.01,20.75,20.00
11:15:49,0.01,0.01,20.00,19.75
11:15:55,0.01,0.01,20.25,20.00
11:16:01,0.01,0.01,20.00,19.75
11:16:07,0.01,0.01,20.25,20.25
11:16:13,0.01,0.01,20.25,20.00
11:16:19,0.01,0.01,20.00,19.50
11:16:25,0.01,0.01,19.50,20.00
11:16:31,0.01,0.01,19.75,19.50
11:16:37,0.01,0.01,19.75,19.50
11:16:43,0.01,0.01,20.25,20.00
11:16:49,0.01,0.01,19.75,19.75
11:16:55,0.01,0.01,20.25,20.00
11:17:01,0.01,0.01,20.50,20.00
11:17:07,0.01,0.01,20.00,20.25
11:17:13,0.01,0.01,20.25,19.75
11:17:19,0.01,0.01,20.00,19.75
11:17:25,0.01,0.01,20.00,19.75
11:17:31,0.01,0.01,20.75,20.00
11:17:37,0.01,0.01,20.00,20.25
11:17:43,0.01,0.01,20.00,20.25
11:17:49,0.01,0.01,20.25,20.00
11:17:55,0.01,0.01,20.25,19.25
11:18:01,0.01,0.01,19.75,19.75
11:18:07,0.01,0.01,19.75,20.00
11:18:13,0.01,0.01,20.50,19.75
11:18:19,0.01,0.01,20.50,20.00
11:18:25,0.01,0.01,20.50,20.00
11:18:31,0.01,0.01,20.25,19.00
11:18:37,0.01,0.01,19.75,19.50
11:18:43,0.01,0.01,20.50,19.75
11:18:49,0.01,0.01,20.00,19.00
11:18:55,0.01,0.01,20.25,20.00
11:19:01,0.01,0.01,20.00,20.25
11:19:07,0.01,0.01,20.25,19.50
11:19:13,0.01,0.01,20.50,20.00
11:19:19,0.01,0.01,20.00,19.75
11:19:25,0.01,0.01,20.25,20.00
11:19:31,0.02,0.02,19.75,20.25
11:19:37,0.05,0.06,20.00,20.00
11:19:43,0.12,0.13,20.00,20.00
11:19:49,0.19,0.21,19.50,20.00
11:19:55,0.26,0.29,20.00,19.75
11:20:01,0.33,0.37,19.75,19.75
11:20:07,0.40,0.44,20.50,19.75
11:20:13,0.45,0.50,20.25,20.00
11:20:19,0.51,0.55,20.50,20.00
11:20:25,0.54,0.60,20.00,19.75
11:20:31,0.58,0.63,20.50,20.00
11:20:37,0.60,0.66,20.25,20.00
11:20:43,0.63,0.69,20.25,20.00
11:20:49,0.64,0.71,20.25,20.00
11:20:55,0.67,0.73,20.50,19.50
11:21:01,0.67,0.73,20.50,20.00
11:21:07,0.69,0.75,20.50,20.00
11:21:13,0.69,0.76,20.00,20.00
11:21:19,0.70,0.77,20.00,20.00
11:21:25,0.69,0.75,20.50,19.50
11:21:31,0.69,0.77,20.00,20.00
11:21:37,0.70,0.78,20.00,20.00
11:21:43,0.70,0.77,20.75,20.00
11:21:49,0.71,0.78,20.00,20.00
11:21:55,0.70,0.77,20.50,19.50
11:22:01,0.71,0.78,20.25,20.00
11:22:07,0.71,0.79,19.75,20.00
11:22:13,0.70,0.77,20.50,20.00
11:22:19,0.70,0.77,20.50,20.25
11:22:25,0.71,0.79,19.75,20.00
11:22:31,0.71,0.78,20.25,19.75
11:22:37,0.71,0.79,19.50,20.00
11:22:43,0.70,0.77,20.50,20.25
11:22:49,0.71,0.79,19.75,20.00
11:22:55,0.71,0.79,19.75,20.00
11:23:01,0.70,0.77,20.25,20.00
11:23:07,0.71,0.78,20.50,20.00
11:23:13,0.70,0.77,20.25,20.50
11:23:19,0.71,0.78,20.25,20.25
11:23:25,0.70,0.77,20.25,20.25
11:23:31,0.71,0.78,20.25,20.25
11:23:37,0.71,0.78,20.50,20.00
11:23:43,0.70,0.77,20.50,20.50
11:23:49,0.71,0.77,20.75,20.25
11:23:55,0.70,0.77,20.50,19.75
11:24:01,0.71,0.78,20.25,20.00
11:24:07,0.71,0.78,20.50,20.00
11:24:13,0.71,0.78,20.25,20.25
11:24:19,0.71,0.77,20.50,20.00
11:24:25,0.71,0.78,20.50,20.25
11:24:31,0.71,0.77,21.00,20.00
11:24:37,0.71,0.77,20.75,19.50
11:24:43,0.71,0.78,20.50,20.00
11:24:49,0.70,0.76,20.75,20.00
11:24:55,0.71,0.78,20.50,20.00
11:25:01,0.71,0.77,20.50,20.25
11:25:07,0.71,0.78,20.75,19.75
11:25:13,0.71,0.78,20.25,20.00
11:25:19,0.72,0.78,20.50,20.00
11:25:25,0.72,0.79,20.25,19.75
11:25:31,0.70,0.77,20.50,20.25
11:25:37,0.71,0.78,20.25,20.50
11:25:43,0.71,0.78,20.50,20.50
11:25:49,0.71,0.78,20.25,20.00
11:25:55,0.71,0.78,20.50,20.75
11:26:01,0.71,0.77,20.75,20.25
11:26:07,0.71,0.77,20.50,19.75
11:26:13,0.72,0.78,20.75,20.25
11:26:19,0.71,0.78,20.75,20.00
11:26:25,0.71,0.78,20.50,20.00
11:26:31,0.71,0.78,20.50,20.00
11:26:37,0.71,0.78,20.25,20.00
11:26:43,0.06,0.07,20.00,20.00
11:26:49,0.26,0.28,20.75,20.50
11:26:55,0.22,0.24,20.50,20.00
11:27:01,0.18,0.20,20.00,20.25
11:27:07,0.15,0.17,20.50,19.75
11:27:13,0.12,0.13,20.50,20.00
11:27:19,0.10,0.11,20.50,20.25
11:27:25,0.08,0.09,20.50,20.00
11:27:31,0.06,0.07,20.00,20.00
11:27:37,0.05,0.05,20.50,20.00
11:27:43,0.04,0.04,20.50,20.25
11:27:49,0.03,0.03,20.25,20.00
11:27:55,0.03,0.03,20.00,20.50
11:28:01,0.02,0.02,20.75,20.25
11:28:07,0.02,0.02,19.75,19.50
11:28:13,0.02,0.02,20.75,20.25
11:28:19,0.01,0.01,20.50,20.25
11:28:25,0.01,0.01,20.75,20.25
11:28:31,0.01,0.01,20.50,20.50
11:28:37,0.01,0.01,20.00,20.25
11:28:43,0.01,0.01,20.00,20.25
11:28:49,0.01,0.01,21.00,20.25
11:28:55,0.01,0.01,20.50,19.50
11:29:01,0.01,0.01,20.50,20.50
11:29:07,0.01,0.01,20.50,20.50
11:29:13,0.01,0.01,20.75,20.00
11:29:19,0.01,0.01,20.50,20.00
11:29:25,0.01,0.01,20.50,20.25
11:29:31,0.01,0.01,20.50,19.75
11:29:37,0.01,0.01,20.25,20.25
11:29:43,0.01,0.01,20.75,19.75
11:29:49,0.01,0.01,20.50,20.25
11:29:55,0.01,0.01,20.25,20.00
11:30:01,0.01,0.01,20.25,20.25
11:30:07,0.01,0.01,20.50,20.00
